id,original_id,category,dataset,image_path,original_path,description,width,height,original_width,original_height,aspect_ratio,file_size_kb,room_count,room_types,has_balcony,has_garage,floors,architectural_style,area_estimate,split
high_quality_00198,7046,high_quality,cubicasa5k,data/processed/images/high_quality_00198_7046.png,../data/cubicasa5k/high_quality/7046/F1_original.png,Traditional compact 2-room apartment,512,512,640,410,1.5609756097560976,94,2,,False,False,1,traditional,312,train
high_quality_00199,1942,high_quality,cubicasa5k,data/processed/images/high_quality_00199_1942.png,../data/cubicasa5k/high_quality/1942/F1_original.png,Traditional compact 2-room apartment,512,512,584,362,1.6132596685082874,82,2,,False,False,1,traditional,298,train
high_quality_00201,5972,high_quality,cubicasa5k,data/processed/images/high_quality_00201_5972.png,../data/cubicasa5k/high_quality/5972/F1_original.png,Contemporary compact 2-room apartment,512,512,674,465,1.4494623655913978,45,2,,False,False,1,contemporary,268,train
high_quality_00204,9314,high_quality,cubicasa5k,data/processed/images/high_quality_00204_9314.png,../data/cubicasa5k/high_quality/9314/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,735,481,1.528066528066528,121,2,,True,False,1,traditional,352,train
high_quality_00206,3078,high_quality,cubicasa5k,data/processed/images/high_quality_00206_3078.png,../data/cubicasa5k/high_quality/3078/F1_original.png,Contemporary compact 2-room apartment with balcony and garage,512,512,775,719,1.0778859527121,169,2,,True,True,1,contemporary,352,train
high_quality_00207,11437,high_quality,cubicasa5k,data/processed/images/high_quality_00207_11437.png,../data/cubicasa5k/high_quality/11437/F1_original.png,Modern compact 2-room apartment with garage,512,512,990,800,1.2375,979,2,,False,True,1,modern,322,train
high_quality_00208,7621,high_quality,cubicasa5k,data/processed/images/high_quality_00208_7621.png,../data/cubicasa5k/high_quality/7621/F1_original.png,Traditional compact 2-room apartment with garage,512,512,610,492,1.2398373983739837,186,2,,False,True,1,traditional,386,train
high_quality_00209,1146,high_quality,cubicasa5k,data/processed/images/high_quality_00209_1146.png,../data/cubicasa5k/high_quality/1146/F1_original.png,Modern 4-room apartment,512,512,945,882,1.0714285714285714,478,4,,False,False,1,modern,616,train
high_quality_00212,14323,high_quality,cubicasa5k,data/processed/images/high_quality_00212_14323.png,../data/cubicasa5k/high_quality/14323/F1_original.png,Contemporary compact 2-room apartment,512,512,1124,1314,0.8554033485540334,635,2,,False,False,1,contemporary,262,train
high_quality_00213,2135,high_quality,cubicasa5k,data/processed/images/high_quality_00213_2135.png,../data/cubicasa5k/high_quality/2135/F1_original.png,Traditional 4-room apartment with garage,512,512,2012,1620,1.2419753086419754,982,4,,False,True,1,traditional,532,train
high_quality_00216,10748,high_quality,cubicasa5k,data/processed/images/high_quality_00216_10748.png,../data/cubicasa5k/high_quality/10748/F1_original.png,Traditional compact 2-room apartment,512,512,800,567,1.4109347442680775,135,2,,False,False,1,traditional,268,train
high_quality_00217,1115,high_quality,cubicasa5k,data/processed/images/high_quality_00217_1115.png,../data/cubicasa5k/high_quality/1115/F1_original.png,Contemporary compact 2-room apartment,512,512,1603,973,1.6474820143884892,244,2,,False,False,1,contemporary,240,train
high_quality_00219,1571,high_quality,cubicasa5k,data/processed/images/high_quality_00219_1571.png,../data/cubicasa5k/high_quality/1571/F1_original.png,Contemporary 4-room apartment with garage,512,512,1069,503,2.125248508946322,314,4,,False,True,1,contemporary,800,train
high_quality_00221,12685,high_quality,cubicasa5k,data/processed/images/high_quality_00221_12685.png,../data/cubicasa5k/high_quality/12685/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,618,517,1.195357833655706,133,2,,True,False,1,traditional,364,train
high_quality_00223,5773,high_quality,cubicasa5k,data/processed/images/high_quality_00223_5773.png,../data/cubicasa5k/high_quality/5773/F1_original.png,Modern compact 2-room apartment with garage,512,512,973,940,1.0351063829787237,397,2,,False,True,1,modern,380,train
high_quality_00224,9511,high_quality,cubicasa5k,data/processed/images/high_quality_00224_9511.png,../data/cubicasa5k/high_quality/9511/F1_original.png,Modern compact 2-room apartment,512,512,720,720,1.0,68,2,,False,False,1,modern,358,train
high_quality_00226,3817,high_quality,cubicasa5k,data/processed/images/high_quality_00226_3817.png,../data/cubicasa5k/high_quality/3817/F1_original.png,Contemporary compact 2-room apartment,512,512,684,473,1.4460887949260042,103,2,,False,False,1,contemporary,308,train
high_quality_00229,12488,high_quality,cubicasa5k,data/processed/images/high_quality_00229_12488.png,../data/cubicasa5k/high_quality/12488/F1_original.png,Contemporary compact 2-room apartment,512,512,493,305,1.616393442622951,35,2,,False,False,1,contemporary,310,train
high_quality_00230,6550,high_quality,cubicasa5k,data/processed/images/high_quality_00230_6550.png,../data/cubicasa5k/high_quality/6550/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,632,546,1.1575091575091576,168,2,,True,True,1,traditional,368,train
high_quality_00231,1547,high_quality,cubicasa5k,data/processed/images/high_quality_00231_1547.png,../data/cubicasa5k/high_quality/1547/F1_original.png,Traditional compact 2-room apartment,512,512,214,351,0.6096866096866097,35,2,,False,False,1,traditional,316,train
high_quality_00232,8268,high_quality,cubicasa5k,data/processed/images/high_quality_00232_8268.png,../data/cubicasa5k/high_quality/8268/F1_original.png,Contemporary compact 2-room apartment,512,512,434,307,1.4136807817589576,65,2,,False,False,1,contemporary,364,train
high_quality_00233,13137,high_quality,cubicasa5k,data/processed/images/high_quality_00233_13137.png,../data/cubicasa5k/high_quality/13137/F1_original.png,Contemporary compact 2-room apartment,512,512,1125,794,1.4168765743073048,252,2,,False,False,1,contemporary,328,train
high_quality_00234,12481,high_quality,cubicasa5k,data/processed/images/high_quality_00234_12481.png,../data/cubicasa5k/high_quality/12481/F1_original.png,Traditional compact 2-room apartment,512,512,1501,849,1.767962308598351,267,2,,False,False,1,traditional,356,train
high_quality_00235,4836,high_quality,cubicasa5k,data/processed/images/high_quality_00235_4836.png,../data/cubicasa5k/high_quality/4836/F1_original.png,Contemporary 4-room apartment with garage,512,512,800,600,1.3333333333333333,139,4,,False,True,1,contemporary,600,train
high_quality_00236,12678,high_quality,cubicasa5k,data/processed/images/high_quality_00236_12678.png,../data/cubicasa5k/high_quality/12678/F1_original.png,Contemporary compact 2-room apartment,512,512,557,814,0.6842751842751843,37,2,,False,False,1,contemporary,250,train
high_quality_00240,14127,high_quality,cubicasa5k,data/processed/images/high_quality_00240_14127.png,../data/cubicasa5k/high_quality/14127/F1_original.png,Traditional compact 2-room apartment,512,512,673,472,1.4258474576271187,35,2,,False,False,1,traditional,264,train
high_quality_00241,10587,high_quality,cubicasa5k,data/processed/images/high_quality_00241_10587.png,../data/cubicasa5k/high_quality/10587/F1_original.png,Modern compact 2-room apartment,512,512,740,424,1.7452830188679245,130,2,,False,False,1,modern,276,train
high_quality_00242,6133,high_quality,cubicasa5k,data/processed/images/high_quality_00242_6133.png,../data/cubicasa5k/high_quality/6133/F1_original.png,Contemporary compact 2-room apartment,512,512,4000,3000,1.3333333333333333,394,2,,False,False,1,contemporary,258,train
high_quality_00244,7008,high_quality,cubicasa5k,data/processed/images/high_quality_00244_7008.png,../data/cubicasa5k/high_quality/7008/F1_original.png,Traditional compact 2-room apartment with garage,512,512,680,407,1.6707616707616708,82,2,,False,True,1,traditional,376,train
high_quality_00245,14308,high_quality,cubicasa5k,data/processed/images/high_quality_00245_14308.png,../data/cubicasa5k/high_quality/14308/F1_original.png,Modern compact 2-room apartment with garage,512,512,441,557,0.7917414721723519,110,2,,False,True,1,modern,364,train
high_quality_00248,11221,high_quality,cubicasa5k,data/processed/images/high_quality_00248_11221.png,../data/cubicasa5k/high_quality/11221/F1_original.png,Modern compact 2-room apartment,512,512,684,512,1.3359375,155,2,,False,False,1,modern,264,train
high_quality_00249,10135,high_quality,cubicasa5k,data/processed/images/high_quality_00249_10135.png,../data/cubicasa5k/high_quality/10135/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,483,528,0.9147727272727272,101,2,,False,True,1,contemporary,250,train
high_quality_00251,4017,high_quality,cubicasa5k,data/processed/images/high_quality_00251_4017.png,../data/cubicasa5k/high_quality/4017/F1_original.png,Modern compact 2-room apartment with garage,512,512,567,469,1.208955223880597,64,2,,False,True,1,modern,384,train
high_quality_00252,1565,high_quality,cubicasa5k,data/processed/images/high_quality_00252_1565.png,../data/cubicasa5k/high_quality/1565/F1_original.png,Traditional compact 2-room apartment with garage,512,512,751,502,1.49601593625498,45,2,,False,True,1,traditional,260,train
high_quality_00253,10132,high_quality,cubicasa5k,data/processed/images/high_quality_00253_10132.png,../data/cubicasa5k/high_quality/10132/F1_original.png,Modern 4-room apartment,512,512,1829,1415,1.2925795053003533,1125,4,,False,False,1,modern,600,train
high_quality_00254,5767,high_quality,cubicasa5k,data/processed/images/high_quality_00254_5767.png,../data/cubicasa5k/high_quality/5767/F1_original.png,Traditional compact 2-room apartment,512,512,317,582,0.5446735395189003,88,2,,False,False,1,traditional,358,train
high_quality_00256,4021,high_quality,cubicasa5k,data/processed/images/high_quality_00256_4021.png,../data/cubicasa5k/high_quality/4021/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,1848,1594,1.1593475533249686,925,2,,True,False,1,contemporary,378,train
high_quality_00257,12653,high_quality,cubicasa5k,data/processed/images/high_quality_00257_12653.png,../data/cubicasa5k/high_quality/12653/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,896,496,1.8064516129032255,191,2,,True,False,1,traditional,390,train
high_quality_00262,12466,high_quality,cubicasa5k,data/processed/images/high_quality_00262_12466.png,../data/cubicasa5k/high_quality/12466/F1_original.png,Contemporary compact 2-room apartment,512,512,997,751,1.3275632490013316,121,2,,False,False,1,contemporary,252,train
high_quality_00264,5968,high_quality,cubicasa5k,data/processed/images/high_quality_00264_5968.png,../data/cubicasa5k/high_quality/5968/F1_original.png,Traditional compact 2-room apartment,512,512,589,463,1.2721382289416847,99,2,,False,False,1,traditional,288,train
high_quality_00266,5702,high_quality,cubicasa5k,data/processed/images/high_quality_00266_5702.png,../data/cubicasa5k/high_quality/5702/F1_original.png,Traditional 4-room apartment,512,512,1011,420,2.407142857142857,255,4,,False,False,1,traditional,500,train
high_quality_00267,12290,high_quality,cubicasa5k,data/processed/images/high_quality_00267_12290.png,../data/cubicasa5k/high_quality/12290/F1_original.png,Contemporary 4-room apartment with garage,512,512,1012,552,1.8333333333333333,244,4,,False,True,1,contemporary,664,train
high_quality_00268,9907,high_quality,cubicasa5k,data/processed/images/high_quality_00268_9907.png,../data/cubicasa5k/high_quality/9907/F1_original.png,Modern compact 2-room apartment with garage,512,512,1433,745,1.923489932885906,956,2,,False,True,1,modern,322,train
high_quality_00269,1500,high_quality,cubicasa5k,data/processed/images/high_quality_00269_1500.png,../data/cubicasa5k/high_quality/1500/F1_original.png,Traditional compact 2-room apartment with garage,512,512,568,635,0.8944881889763779,97,2,,False,True,1,traditional,378,train
high_quality_00270,7856,high_quality,cubicasa5k,data/processed/images/high_quality_00270_7856.png,../data/cubicasa5k/high_quality/7856/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,760,503,1.510934393638171,114,2,,False,True,1,contemporary,308,train
high_quality_00271,8674,high_quality,cubicasa5k,data/processed/images/high_quality_00271_8674.png,../data/cubicasa5k/high_quality/8674/F1_original.png,Modern compact 2-room apartment with garage,512,512,755,761,0.9921156373193168,306,2,,False,True,1,modern,314,train
high_quality_00272,13719,high_quality,cubicasa5k,data/processed/images/high_quality_00272_13719.png,../data/cubicasa5k/high_quality/13719/F1_original.png,Modern compact 2-room apartment with garage,512,512,665,914,0.7275711159737418,286,2,,False,True,1,modern,358,train
high_quality_00273,4871,high_quality,cubicasa5k,data/processed/images/high_quality_00273_4871.png,../data/cubicasa5k/high_quality/4871/F1_original.png,Contemporary compact 2-room apartment,512,512,638,447,1.4272930648769575,390,2,,False,False,1,contemporary,340,train
high_quality_00274,8680,high_quality,cubicasa5k,data/processed/images/high_quality_00274_8680.png,../data/cubicasa5k/high_quality/8680/F1_original.png,Traditional compact 2-room apartment with garage,512,512,1695,2369,0.7154917686787674,683,2,,False,True,1,traditional,262,train
high_quality_00275,9336,high_quality,cubicasa5k,data/processed/images/high_quality_00275_9336.png,../data/cubicasa5k/high_quality/9336/F1_original.png,Traditional 4-room apartment,512,512,1132,625,1.8112,472,4,,False,False,1,traditional,540,train
high_quality_00276,10362,high_quality,cubicasa5k,data/processed/images/high_quality_00276_10362.png,../data/cubicasa5k/high_quality/10362/F1_original.png,Contemporary compact 2-room apartment,512,512,2339,1420,1.6471830985915492,131,2,,False,False,1,contemporary,306,train
high_quality_00279,9331,high_quality,cubicasa5k,data/processed/images/high_quality_00279_9331.png,../data/cubicasa5k/high_quality/9331/F1_original.png,Traditional 4-room apartment,512,512,1529,817,1.8714810281517749,105,4,,False,False,1,traditional,512,train
high_quality_00280,11272,high_quality,cubicasa5k,data/processed/images/high_quality_00280_11272.png,../data/cubicasa5k/high_quality/11272/F1_original.png,Modern compact 2-room apartment with garage,512,512,1673,2145,0.77995337995338,156,2,,False,True,1,modern,316,train
high_quality_00281,1394,high_quality,cubicasa5k,data/processed/images/high_quality_00281_1394.png,../data/cubicasa5k/high_quality/1394/F1_original.png,Modern compact 2-room apartment,512,512,784,504,1.5555555555555556,77,2,,False,False,1,modern,248,train
